	age	workclass	fnlwgt?	education	edu-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hrs-per-wk	native-country	income	Bayes Classification
188	34	 State-gov	513100	 Bachelors	13	 Married-spouse-absent	 Farming-fishing	 Not-in-family	 Black	 Male	0	0	40	 ?	<=50K.	<=50K.
189	22	 Private	199266	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Female	0	0	45	 United-States	<=50K.	<=50K.
190	33	 Private	196385	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	1977	40	 United-States	>50K.	>50K.
191	39	 Private	163205	 Bachelors	13	 Separated	 Prof-specialty	 Not-in-family	 White	 Male	0	0	50	 United-States	>50K.	<=50K.
192	47	 Private	411047	 Some-college	10	 Divorced	 Adm-clerical	 Not-in-family	 Black	 Female	0	0	37	 United-States	<=50K.	<=50K.
193	79	 ?	48574	7th-8th	4	 Widowed	 ?	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
194	26	 Private	209440	 HS-grad	9	 Never-married	 Prof-specialty	 Unmarried	 Black	 Female	0	0	55	 United-States	<=50K.	<=50K.
195	31	 Private	56964	 Some-college	10	 Divorced	 Exec-managerial	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
196	44	 Private	299197	 Some-college	10	 Never-married	 Transport-moving	 Not-in-family	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
197	42	 Self-emp-inc	240628	 Prof-school	15	 Married-civ-spouse	 Prof-specialty	 Wife	 White	 Female	0	0	50	 United-States	>50K.	>50K.
198	19	 Private	355313	 HS-grad	9	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
199	27	 Private	132267	 HS-grad	9	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
200	51	 Local-gov	174861	 Some-college	10	 Married-civ-spouse	 Protective-serv	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
201	28	 Self-emp-inc	142443	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	>50K.
202	57	 Private	26716	 Bachelors	13	 Divorced	 Craft-repair	 Not-in-family	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
203	45	 Local-gov	185588	 Bachelors	13	 Divorced	 Prof-specialty	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
204	50	 Private	175029	 Assoc-voc	11	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
205	34	 Self-emp-inc	34848	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	54	 United-States	<=50K.	>50K.
206	45	 Private	411273	7th-8th	4	 Married-civ-spouse	 Craft-repair	 Husband	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
207	73	 Local-gov	143437	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
208	34	 Private	357145	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Wife	 White	 Female	0	0	50	 United-States	>50K.	<=50K.
209	31	 Private	236861	 Some-college	10	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	55	 United-States	>50K.	<=50K.
210	19	 Private	53355	11th	7	 Never-married	 Sales	 Not-in-family	 White	 Male	0	0	12	 United-States	<=50K.	<=50K.
211	25	 Private	29106	 Some-college	10	 Never-married	 Other-service	 Own-child	 White	 Female	0	0	50	 United-States	<=50K.	<=50K.
212	38	 Federal-gov	213274	 Assoc-voc	11	 Divorced	 Craft-repair	 Unmarried	 White	 Female	6497	0	40	 United-States	<=50K.	>50K.
213	39	 Private	22463	 Bachelors	13	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
214	23	 Private	180497	 Bachelors	13	 Never-married	 Tech-support	 Own-child	 Black	 Female	0	0	32	 United-States	<=50K.	<=50K.
215	49	 Private	37306	 HS-grad	9	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
216	33	 Federal-gov	137814	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Male	0	0	32	 United-States	<=50K.	<=50K.
217	21	 Private	447488	5th-6th	3	 Never-married	 Machine-op-inspct	 Other-relative	 White	 Male	0	0	38	 Mexico	<=50K.	<=50K.
218	31	 Private	220915	 Assoc-voc	11	 Separated	 Craft-repair	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
219	23	 Private	42251	 Bachelors	13	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	0	0	45	 United-States	<=50K.	<=50K.
220	34	 Private	162312	 Bachelors	13	 Married-civ-spouse	 Adm-clerical	 Husband	 Asian-Pac-Islander	 Male	0	0	40	 Philippines	<=50K.	<=50K.
221	25	 Private	77698	 HS-grad	9	 Never-married	 Machine-op-inspct	 Not-in-family	 Asian-Pac-Islander	 Female	0	0	40	 Philippines	<=50K.	<=50K.
222	39	 Private	282951	 HS-grad	9	 Never-married	 Craft-repair	 Unmarried	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
223	52	 Self-emp-inc	311259	 HS-grad	9	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
224	63	 Local-gov	65479	9th	5	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	7688	0	40	 United-States	>50K.	>50K.
225	41	 Private	277256	 Some-college	10	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
226	46	 Private	312088	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	15024	0	38	 United-States	>50K.	>50K.
227	53	 Local-gov	169719	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
228	25	 ?	270276	9th	5	 Separated	 ?	 Not-in-family	 White	 Female	1055	0	40	 United-States	<=50K.	<=50K.
229	77	 ?	172744	 Some-college	10	 Married-civ-spouse	 ?	 Husband	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
230	18	 Private	96869	12th	8	 Never-married	 Priv-house-serv	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
231	38	 Private	237943	 Prof-school	15	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	>50K.
232	55	 Private	119751	 Masters	14	 Never-married	 Exec-managerial	 Unmarried	 Asian-Pac-Islander	 Female	0	0	50	 Thailand	<=50K.	<=50K.
233	34	 Private	236861	 HS-grad	9	 Married-civ-spouse	 Tech-support	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
234	80	 Self-emp-not-inc	201092	 HS-grad	9	 Married-civ-spouse	 Other-service	 Husband	 White	 Male	0	0	30	 United-States	<=50K.	<=50K.
235	34	 Private	147215	 Assoc-voc	11	 Divorced	 Tech-support	 Unmarried	 White	 Female	0	0	60	 United-States	<=50K.	<=50K.
236	52	 Private	152373	 Some-college	10	 Married-civ-spouse	 Tech-support	 Husband	 White	 Male	5013	0	40	 United-States	<=50K.	>50K.
237	42	 Private	227968	 HS-grad	9	 Never-married	 Other-service	 Unmarried	 Black	 Female	0	0	28	 Haiti	<=50K.	<=50K.
238	26	 Private	362617	 Some-college	10	 Never-married	 Sales	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
239	31	 Private	103435	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
240	25	 Local-gov	281412	 HS-grad	9	 Never-married	 Other-service	 Own-child	 White	 Female	0	0	35	 United-States	<=50K.	<=50K.
241	55	 Self-emp-not-inc	105239	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	2057	60	 United-States	<=50K.	>50K.
242	19	 Private	230165	 Some-college	10	 Never-married	 Other-service	 Own-child	 White	 Female	0	0	12	 United-States	<=50K.	<=50K.
243	62	 Self-emp-not-inc	177493	 Some-college	10	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	32	 United-States	<=50K.	<=50K.
244	22	 Federal-gov	104443	 Some-college	10	 Never-married	 Adm-clerical	 Own-child	 White	 Female	0	0	20	 United-States	<=50K.	<=50K.
245	39	 ?	110342	 HS-grad	9	 Married-civ-spouse	 ?	 Wife	 White	 Female	0	0	50	 United-States	<=50K.	<=50K.
246	35	 Private	143385	 HS-grad	9	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
247	28	 Private	107189	 HS-grad	9	 Married-civ-spouse	 Sales	 Own-child	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
248	47	 Private	212944	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	70	 United-States	>50K.	<=50K.
249	44	 State-gov	138634	 HS-grad	9	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
250	21	 Private	99970	 Some-college	10	 Never-married	 Sales	 Own-child	 White	 Male	0	0	15	 United-States	<=50K.	<=50K.
251	35	 Private	203717	 Assoc-voc	11	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
252	24	 Private	313956	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
253	42	 Federal-gov	177937	 Bachelors	13	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	0	0	40	 ?	<=50K.	<=50K.
254	28	 Private	193868	 Bachelors	13	 Never-married	 Tech-support	 Own-child	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
255	21	 Private	250939	 Some-college	10	 Never-married	 Machine-op-inspct	 Other-relative	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
256	62	 Federal-gov	57629	 Some-college	10	 Divorced	 Tech-support	 Not-in-family	 Black	 Male	4650	0	40	 United-States	<=50K.	>50K.
257	39	 Private	281768	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
258	30	 State-gov	260782	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
259	72	 Self-emp-not-inc	243769	 Prof-school	15	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	0	1429	20	 United-States	<=50K.	>50K.
260	50	 Private	109937	 Some-college	10	 Married-civ-spouse	 Exec-managerial	 Wife	 White	 Female	0	0	50	 United-States	<=50K.	<=50K.
261	28	 Local-gov	134890	 Masters	14	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
262	29	 Private	100293	 Some-college	10	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
263	26	 Private	132179	 Bachelors	13	 Never-married	 Adm-clerical	 Own-child	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
264	27	 Private	116372	 Masters	14	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
265	29	 Private	255412	 Some-college	10	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	3103	0	40	 United-States	>50K.	>50K.
266	61	 ?	195789	 HS-grad	9	 Married-civ-spouse	 ?	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
267	29	 Private	342400	10th	6	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	25	 United-States	<=50K.	<=50K.
268	21	 ?	65481	 Some-college	10	 Never-married	 ?	 Own-child	 White	 Female	0	0	30	 United-States	<=50K.	<=50K.
269	31	 Private	169085	11th	7	 Married-civ-spouse	 Sales	 Wife	 White	 Female	0	0	20	 United-States	<=50K.	<=50K.
270	25	 Private	177221	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	75	 United-States	<=50K.	<=50K.
271	58	 Private	65325	10th	6	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
272	64	 Private	118944	 Some-college	10	 Married-civ-spouse	 Exec-managerial	 Wife	 White	 Female	0	0	40	 United-States	>50K.	<=50K.
273	46	 State-gov	149337	 Masters	14	 Never-married	 Exec-managerial	 Not-in-family	 White	 Male	0	0	38	 United-States	<=50K.	<=50K.
274	53	 ?	237868	 HS-grad	9	 Married-civ-spouse	 ?	 Husband	 White	 Male	0	0	35	 United-States	>50K.	<=50K.
275	19	 Private	106183	 HS-grad	9	 Never-married	 Other-service	 Own-child	 Amer-Indian-Eskimo	 Female	0	0	35	 United-States	<=50K.	<=50K.
276	42	 Private	226388	 HS-grad	9	 Divorced	 Other-service	 Not-in-family	 Black	 Male	0	0	52	 United-States	<=50K.	<=50K.
277	18	 Private	220754	11th	7	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	0	0	24	 United-States	<=50K.	<=50K.
278	58	 Self-emp-inc	204021	 Bachelors	13	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	15024	0	50	 United-States	>50K.	>50K.
279	20	 Private	347391	 Some-college	10	 Never-married	 Protective-serv	 Not-in-family	 Black	 Male	0	0	60	 United-States	<=50K.	<=50K.
280	35	 Federal-gov	413930	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
281	32	 Private	174201	 HS-grad	9	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	0	0	38	 United-States	>50K.	<=50K.
282	23	 Private	145917	 HS-grad	9	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Female	0	0	25	 United-States	<=50K.	<=50K.
283	31	 Private	241797	 Some-college	10	 Divorced	 Tech-support	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
284	33	 Private	265168	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 Black	 Male	0	0	55	 United-States	<=50K.	<=50K.
285	41	 Private	171234	 Some-college	10	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Female	0	0	48	 United-States	<=50K.	<=50K.
286	22	 Private	178452	 HS-grad	9	 Never-married	 Machine-op-inspct	 Own-child	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
287	46	 Private	157857	 Some-college	10	 Married-civ-spouse	 Protective-serv	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
288	61	 Federal-gov	512864	 Some-college	10	 Married-civ-spouse	 Transport-moving	 Husband	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
289	30	 Private	296462	 HS-grad	9	 Never-married	 Exec-managerial	 Not-in-family	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
290	42	 Private	171615	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	55	 United-States	>50K.	<=50K.
291	63	 Private	214071	10th	6	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
292	26	 Private	172421	 Some-college	10	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
293	42	 Private	195488	10th	6	 Divorced	 Adm-clerical	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
294	23	 Private	316841	 Some-college	10	 Married-civ-spouse	 Other-service	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
295	25	 Private	236267	 HS-grad	9	 Never-married	 Machine-op-inspct	 Unmarried	 White	 Male	0	1590	40	 United-States	<=50K.	<=50K.
296	30	 Private	236543	9th	5	 Married-civ-spouse	 Other-service	 Husband	 White	 Male	0	0	32	 El-Salvador	>50K.	<=50K.
297	23	 Private	318483	 HS-grad	9	 Never-married	 Sales	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
298	34	 Self-emp-not-inc	163756	 Assoc-voc	11	 Never-married	 Farming-fishing	 Not-in-family	 White	 Male	27828	0	60	 United-States	>50K.	>50K.
299	30	 Private	238186	 HS-grad	9	 Married-civ-spouse	 Machine-op-inspct	 Other-relative	 White	 Male	0	2057	48	 United-States	<=50K.	>50K.
300	39	 Private	329980	 Some-college	10	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
301	30	 Private	169269	11th	7	 Never-married	 Handlers-cleaners	 Other-relative	 White	 Male	0	1721	38	 Puerto-Rico	<=50K.	<=50K.
302	38	 Local-gov	34744	 Some-college	10	 Divorced	 Adm-clerical	 Unmarried	 White	 Female	0	0	38	 United-States	<=50K.	<=50K.
303	26	 Private	98114	 HS-grad	9	 Divorced	 Exec-managerial	 Own-child	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
304	20	 Private	109667	 Some-college	10	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	0	0	16	 United-States	<=50K.	<=50K.
305	37	 Local-gov	263690	 Bachelors	13	 Never-married	 Prof-specialty	 Unmarried	 Black	 Male	0	0	40	 ?	<=50K.	<=50K.
306	33	 Private	147430	 HS-grad	9	 Married-civ-spouse	 Adm-clerical	 Own-child	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
307	24	 Private	224238	 Bachelors	13	 Never-married	 Adm-clerical	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
308	42	 Self-emp-inc	212894	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	60	 United-States	>50K.	>50K.
309	51	 Self-emp-not-inc	136708	 HS-grad	9	 Married-civ-spouse	 Sales	 Husband	 Asian-Pac-Islander	 Male	3103	0	84	 Vietnam	<=50K.	>50K.
310	56	 Local-gov	38573	 Assoc-acdm	12	 Married-civ-spouse	 Tech-support	 Husband	 White	 Male	0	0	45	 United-States	>50K.	<=50K.
311	22	 Private	197200	 Some-college	10	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
312	52	 Self-emp-not-inc	182796	 Some-college	10	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	60	 United-States	<=50K.	<=50K.
313	44	 Private	184527	 Bachelors	13	 Divorced	 Exec-managerial	 Unmarried	 White	 Female	4934	0	45	 United-States	>50K.	>50K.
314	34	 Private	145231	 HS-grad	9	 Married-civ-spouse	 Adm-clerical	 Wife	 White	 Female	4064	0	35	 United-States	<=50K.	>50K.
315	51	 Private	43354	 Some-college	10	 Divorced	 Craft-repair	 Not-in-family	 White	 Male	0	0	42	 United-States	>50K.	<=50K.
316	20	 ?	318865	 Some-college	10	 Never-married	 ?	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
317	19	 Private	355712	 Some-college	10	 Never-married	 Sales	 Not-in-family	 White	 Female	0	0	25	 United-States	<=50K.	<=50K.
318	37	 Private	98776	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	40	 United-States	>50K.	>50K.
319	68	 Private	257557	 HS-grad	9	 Married-civ-spouse	 Machine-op-inspct	 Husband	 Black	 Male	0	0	40	 United-States	>50K.	<=50K.
320	22	 Private	102258	 Some-college	10	 Divorced	 Protective-serv	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
321	56	 Self-emp-inc	170287	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	>50K.
322	37	 Private	243409	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
323	52	 Private	55608	1st-4th	2	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	40	 Mexico	<=50K.	<=50K.
324	26	 Private	248057	 HS-grad	9	 Separated	 Handlers-cleaners	 Own-child	 White	 Male	0	0	40	 Puerto-Rico	<=50K.	<=50K.
325	33	 Private	95530	 Masters	14	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	>50K.
326	45	 Local-gov	54038	 Masters	14	 Divorced	 Prof-specialty	 Unmarried	 White	 Female	0	0	42	 United-States	<=50K.	<=50K.
327	18	 Private	161245	11th	7	 Never-married	 Other-service	 Own-child	 White	 Male	0	0	15	 United-States	<=50K.	<=50K.
328	43	 Self-emp-not-inc	388725	 Some-college	10	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	60	 United-States	>50K.	<=50K.
329	64	 Self-emp-not-inc	71807	 Doctorate	16	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	15024	0	50	 ?	>50K.	>50K.
330	18	 Private	228216	 HS-grad	9	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
331	20	 ?	303121	 Some-college	10	 Never-married	 ?	 Own-child	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
332	57	 Private	78020	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
333	41	 Private	249254	 HS-grad	9	 Divorced	 Adm-clerical	 Unmarried	 White	 Female	3674	0	42	 United-States	<=50K.	<=50K.
334	34	 Private	87218	 Masters	14	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	1887	50	 United-States	>50K.	>50K.
335	19	 Private	304299	 HS-grad	9	 Never-married	 Sales	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
336	44	 Private	196234	9th	5	 Divorced	 Other-service	 Unmarried	 White	 Female	0	0	55	 Dominican-Republic	<=50K.	<=50K.
337	56	 Private	197875	10th	6	 Widowed	 Other-service	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
338	36	 Self-emp-inc	48063	 HS-grad	9	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	80	 United-States	<=50K.	<=50K.
339	48	 Private	253596	 Bachelors	13	 Divorced	 Exec-managerial	 Unmarried	 White	 Female	0	0	48	 United-States	<=50K.	<=50K.
340	29	 Private	39257	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
341	33	 Private	56150	 Bachelors	13	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	2174	0	40	 United-States	<=50K.	<=50K.
342	31	 Private	179415	5th-6th	3	 Married-civ-spouse	 Other-service	 Husband	 White	 Male	0	0	40	 Mexico	<=50K.	<=50K.
343	39	 Private	252445	 Masters	14	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	45	 United-States	>50K.	>50K.
344	66	 Private	275918	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	10605	0	40	 United-States	>50K.	>50K.
345	27	 Private	106562	 Bachelors	13	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	0	0	50	 United-States	>50K.	<=50K.
346	39	 Private	198654	 HS-grad	9	 Divorced	 Exec-managerial	 Unmarried	 Black	 Female	99999	0	40	 United-States	>50K.	>50K.
347	59	 Private	107318	7th-8th	4	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	5178	0	50	 United-States	>50K.	>50K.
348	26	 Private	181896	 HS-grad	9	 Never-married	 Other-service	 Own-child	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
349	31	 Private	106014	 Assoc-voc	11	 Divorced	 Craft-repair	 Unmarried	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
350	45	 ?	319993	 HS-grad	9	 Widowed	 ?	 Unmarried	 White	 Female	0	0	40	 Mexico	<=50K.	<=50K.
351	23	 Private	197997	 HS-grad	9	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	0	0	30	 United-States	<=50K.	<=50K.
