LIMIT_BAL,sex,education,MARRIAGE,age,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
5,female,higher ed,2,24,1,-2,-2,-2,-2,-2,-0.0709,-0.0709,-0.0709,-0.2898,-0.3272,-0.3272,0,0,0,0,0,0,1
36,male,higher ed,2,29,1,-2,-1,-1,-2,-2,0,0,0.0077,0,0,0,0,0.0077,0,0,0,0,0
13,male,high school,1,56,1,2,2,2,2,3,6.4617,6.5978,6.7282,6.8557,7.2796,7.1345,0.3,0.3,0.3,0.55,0,0,1
8,male,higher ed,2,30,-2,-1,0,0,0,0,0.6187,0.01,0.06,0.1438,0.1919,0.538,0.0504,0.05,0.1,0.05,0.35,0,0
5,male,higher ed,2,30,1,2,0,0,0,2,4.886,4.7801,4.8363,3.0221,2.2877,2.2361,0,0.15,0.1,0.2,0,0.2,0
2,female,higher ed,2,22,0,0,0,0,0,0,1.6001,1.2622,1.3221,1.313,1.4034,1.4906,0.1212,0.1201,0.05,0.15,0.15,0.1,0
8,female,higher ed,1,29,0,0,2,0,0,0,7.7883,8.1811,8.025,6.1467,1.0662,1.1486,0.58,0.1,0.06,0.04,0.1,0,0
24,male,higher ed,2,37,-1,-1,2,0,0,-1,1.2212,2.6578,2.5331,2.6605,2.6279,0.1256,1.5,0,0.2,0,0.1256,6.5935,0
8,female,high school,2,35,0,-1,0,0,0,0,4.9608,1.2412,1.4873,1.7364,1.777,1.746,1.25,0.65,0.3,0.2,0.3,0.2,0
50,female,higher ed,1,47,0,0,0,0,0,0,5.6422,11.0616,11.034,12.2967,10.8834,7.0064,7.001,3.0357,3,2,5.2183,2,0
6,female,higher ed,1,24,0,0,0,0,0,0,5.8024,5.7891,4.8839,1.8971,1.9323,1.9395,0.25,0.16,0.3,0.1,0.0737,0.2,1
2,male,higher ed,2,25,0,0,0,0,0,-1,1.0642,1.1677,1.307,1.228,0.1615,0.162,0.12,0.1593,0.0601,0.0135,0.1824,0,0
10,female,higher ed,1,38,1,2,0,0,2,0,1.4483,1.3961,1.5323,1.6268,1.5868,1.6448,0,0.16,0.15,0,0.1,0.15,1
36,female,higher ed,2,32,1,-1,-1,-1,-1,-1,0.2616,5.7077,0.5287,6.8445,1.3881,1.624,5.7087,0.5295,6.8454,1.3889,1.625,3.8313,0
20,female,high school,2,47,2,2,2,2,2,2,19.9436,20.2947,19.3936,19.6186,20.0162,18.9915,0.8214,0.7,0.68,0.7134,0,0.6836,1
13,female,higher ed,1,34,1,-1,0,0,0,0,0,0.5396,1.027,1.3576,1.3864,1.4636,0.5396,0.5,0.35,0.0501,0.1,0.2,0
2,female,higher ed,2,31,1,5,4,4,3,2,2.1703,2.1087,2.1461,2.0835,2.0219,2.0487,0,0.1,0,0,0.076,0,0
31,male,higher ed,2,32,0,0,0,0,0,0,5.9901,6.2147,6.2102,6.5875,6.0387,4.3328,1.002,0.6031,1.0057,0.5028,0.506,0.4223,0
6,female,higher ed,2,27,2,0,0,0,2,0,1.9625,2.0347,2.1669,2.3005,2.2499,2.2873,0.1342,0.1664,0.2,0,0.09,0.0846,1
18,female,higher ed,2,29,-1,-1,-1,-2,-1,0,1.1386,0.0199,0,0,1.7227,1.7042,0.0199,0,0,1.7227,0.0341,0.5114,0
18,female,higher ed,2,24,-1,-1,2,0,0,-2,1.467,2.2087,2.1282,1.02,0,0,3.7867,0,0.02,0,0,0,0
5,male,higher ed,1,36,0,0,0,0,-1,-1,4.779,1.8114,1.825,-0.0014,0.0072,0.0658,0.2,0.1,0.2,0.05,0.1,2.0011,0
5,female,higher ed,2,24,1,2,2,2,2,2,3.6166,3.7188,3.768,3.8462,3.9228,4.0035,0.19,0.14,0.17,0.1532,0.16,0,1
15,female,higher ed,1,34,-2,-2,-2,-2,-2,-2,0,0,0,0.0116,0,0.15,0,0,0.0116,0,0.15,0,0
2,female,higher ed,2,22,0,0,0,0,-1,0,1.8553,1.9446,1.9065,0.8332,1.8868,1.9247,0.15,0.1032,0.0541,2,0.0693,0.1,0
50,female,higher ed,1,34,-2,-2,-2,-1,-1,-1,0.0412,0.0138,0.2299,0.1251,0.1206,0.1151,0.0138,0.2299,0.1251,0.1206,0.1151,1.5816,0
3,female,high school,2,22,1,2,2,0,0,0,2.901,2.9256,2.8122,2.9836,0.163,0,0.1,0.0085,0.1714,0.0104,0,0,1
18,female,higher ed,1,38,-2,-2,-2,-2,-2,-2,0.075,0,0,0,0,0,0,0,0,0,0,0,0
14,male,higher ed,2,31,0,0,2,0,0,2,2.7123,2.7299,1.7985,2.0225,2.7407,1.0833,2.5,0,0.3,0.78,0,0.25,0
14,female,higher ed,2,26,-1,0,-1,-1,-1,-1,1.3424,1.8,1.3001,0.5818,1.3506,0.0487,1,1.3001,0.5841,1.3506,0.0487,0.7004,0
12,male,higher ed,2,26,0,0,0,0,0,0,10.7314,11.0578,11.3736,11.6,11.9131,12.2135,0.5,0.5,0.4152,0.5,0.5,0.5,0
36,female,higher ed,1,48,0,0,0,0,0,0,22.643,23.1878,23.4192,19.0211,17.3557,14.6511,0.91,0.73,0.58,0.56,0.56,0.41,0
2,male,high school,1,43,-1,-1,0,0,0,0,0.0227,2.0351,2.0237,1.9339,1.945,1.9337,2.2359,0.1305,0.1258,0.1459,0.3457,0.17,0
10,male,higher ed,1,47,-1,-1,-1,-1,-1,-1,0.039,0.1473,0.039,0.039,0.039,0,0.1473,0.039,0.039,0.039,0,0.238,0
21,female,higher ed,1,41,-1,-1,-1,-1,-1,-1,0.3088,0.1586,0.0343,0.3763,0.0877,0,0.1586,0.0343,0.3763,0.0877,0,0.0419,1
8,female,higher ed,2,24,0,0,0,0,0,0,8.1625,8.1554,7.9599,4.9552,4.9509,4.9568,0.32,0.3,0.2038,0.2,0.18,0.18,1
33,female,higher ed,1,50,-1,-1,-1,-1,-2,-2,0.8872,0.4337,0.2854,0.169,0,0.1709,0.4345,0.2854,0.1702,0,0.1709,0.0258,0
22,male,higher ed,2,24,0,0,0,-1,-1,-1,10.5607,10.8917,11.152,0.8303,0,8.5632,0.5,0.505,0.8303,0,8.5632,0,0
21,female,higher ed,1,38,1,-2,-1,0,-1,-1,0,0,0.025,0.0123,0.0789,0.1222,0,0.025,0,0.0789,0.1222,0.9616,1
4,female,high school,1,43,0,0,0,0,0,0,3.8257,3.8901,3.8103,3.6207,3.3138,3.1339,0.17,0.1504,0.12,0.15,0.15,0.1,0
3,male,higher ed,2,39,0,0,0,2,0,0,2.8347,2.8108,1.8388,1.2992,0.7736,0.8032,0.3036,0.2309,0,0.1,0.2,0.0148,0
47,male,higher ed,2,27,2,2,2,2,0,0,29.6573,30.332,30.7843,47.9978,30.5145,30.9959,1.3,1.1001,0,1.0484,1.0838,1.0367,0
3,male,high school,1,42,-1,-1,-1,-1,-1,2,0.039,0.039,0.039,0.024,0.132,0.078,0.039,0.039,0.024,0.147,0,0,0
24,female,higher ed,1,36,1,-2,-2,-2,-2,-2,-0.0946,-0.0946,-0.0946,-0.0946,-0.0946,-0.0946,0,0,0,0,0,0,1
8,male,higher ed,2,36,2,0,0,0,0,0,7.9278,7.8501,7.8534,8.0016,7.6235,7.8245,0.31,0.35,0.34,0.3,0.35,0.3,0
11,female,high school,0,31,0,0,0,0,0,0,8.9989,8.4229,7.9288,7.3315,6.3818,6.3208,0.4,0.5,0.3,0.3,0.3,0.8954,0
31,female,higher ed,2,38,-1,-1,-1,-1,-2,-2,0.1424,0.4542,0.0126,0,0,0,0.4542,0.0126,0,0,0,0,0
36,female,higher ed,1,40,2,2,2,0,0,0,10.5167,11.5468,11.2157,11.469,11.7845,12.0238,1.2,0,0.59,0.5,0.45,0.47,1
33,female,high school,2,45,0,0,0,0,0,0,33.5196,33.4954,33.5527,33.386,33.576,33.0121,1.2388,1.2378,1.2116,1.245,1.2213,1.1678,0
30,female,higher ed,2,35,0,0,0,0,0,0,29.1619,29.7268,20.5629,21.5827,20.8464,21.2508,1.2019,0.9006,1.7,1.2,0.9557,1.5,0
32,female,higher ed,2,33,0,0,0,0,0,0,9.1653,9.4037,10.8597,6.5913,4.3805,3.3263,1.0042,1.8832,0.2117,0.2076,0.5045,0.3754,0
5,female,high school,2,37,1,3,2,0,0,0,5.2626,5.1537,4.9205,3.0394,3.0249,2.9957,0,0.0024,0.15,0.1,0.1201,3.0592,1
17,female,higher ed,2,28,0,0,0,0,0,0,13.037,13.1199,12.89,12.5514,12.728,12.8839,0.653,0.486,2.25,0.482,0.4877,0.4962,0
35,male,high school,1,44,-1,-1,-1,-1,-1,-2,0.3265,0.2686,0.1864,0.0569,0,0,0.2686,0.1864,0.0569,0,0,0,0
2,male,higher ed,1,37,0,0,0,0,0,0,1.6455,1.6511,1.8902,1.8768,1.865,1.9175,0.1609,0.3,0.0663,0.0676,0.0834,0.0782,0
5,male,higher ed,2,23,2,0,0,0,0,0,4.9758,4.8456,4.4116,2.1247,2.0066,1.8858,0.2401,0.2254,0.2004,0.0704,0.0707,0.1004,1
2,female,high school,2,24,1,2,0,0,0,0,1.9154,1.8165,1.7233,0.763,0.173,0,0,0.1333,0.05,0.01,0,0.32,0
5,female,higher ed,2,24,0,0,0,0,0,0,3.5084,3.5796,3.0937,1.942,1.0385,0.1308,0.209,0.2002,0.1002,0.0238,0.1011,0.0389,0
2,male,higher ed,2,23,1,2,0,0,2,0,2.0235,1.7132,1.6856,1.6875,1.3454,1.0104,0,0.12,0.1,0,0.1,1,1
5,male,higher ed,1,26,0,0,-2,-1,-1,0,10.28,0,0,0.2624,4.5567,4.6557,0,0,0.2624,4.5567,0.1747,0.2,0
19,male,higher ed,2,34,2,0,0,0,2,2,12.9801,13.1383,13.4379,14.2323,14.012,15.0052,0.5,0.5,1,0,1.2118,0.2769,1
6,female,higher ed,1,33,0,0,0,0,0,0,5.8203,3.6367,2.0934,2.0694,2.0175,1.9421,0.1506,0.1298,0.1,0.0721,0.0811,0.0599,0
8,male,higher ed,2,35,-1,-1,-1,-1,-1,-1,0.7988,0.3977,0.6848,0.1719,0.1378,1.9942,0.3983,0.6853,0.1719,0.1378,1.9942,0.2418,0
15,female,higher ed,2,27,0,0,0,0,0,0,12.7402,11.005,5.1547,4.4384,3.69,2.9497,0.45,0.1745,0.1566,0.1208,0.1077,0.2529,0
21,female,higher ed,2,31,-2,-2,-2,-2,-1,-1,0.144,0,0.7422,0.0893,0.6082,0.2293,0,0.7422,0.0893,0.6082,0.2293,0.3299,0
24,female,high school,1,50,0,0,0,0,0,0,23.4205,23.1669,21.4642,20.7642,21.0375,21.4694,1.0116,0.915,0.8008,0.8,0.8009,0.7714,1
14,female,higher ed,3,41,0,0,0,0,0,0,1.9346,2.1708,2.294,1.9068,1.6409,1.6383,0.3,0.2,0.2198,0.1,0.3,0.2399,1
6,female,higher ed,2,28,1,2,2,-2,-2,-1,2.1501,2.065,0,0,0,0.2285,0,0,0,0,0.2285,0,0
5,male,higher ed,2,39,0,0,0,0,0,0,4.7174,4.7974,4.863,5.0803,3.0789,1.5874,0.18,0.2,0.3,0.2,0.2,0.2,0
5,female,higher ed,2,27,0,0,0,0,0,0,2.6655,2.7724,2.8676,2.799,2.879,2.9399,0.18,0.175,0.09,0.12,0.12,0.11,0
18,female,higher ed,2,32,-1,-1,2,2,-1,-1,0.3139,0.5853,0.2821,0,0.2821,0,0.2821,0,0,0.2821,0,0.0176,0
3,female,higher ed,2,40,-1,-1,2,2,2,2,0.0142,0.0215,0.0139,0.0019,0.0019,0.0079,0.0355,0.012,0,0,0.006,0.006,0
2,female,higher ed,2,40,0,0,0,0,0,-2,1.9816,2.0396,2.0102,1.9575,0,0,0.1601,0.2203,0.2114,0,0,0,0
25,female,higher ed,1,75,0,-1,-1,-1,-1,-1,5.2874,0.1631,0.1536,0.101,0.5572,0.0794,0.1631,0.1536,0.101,0.5572,0.0794,0.1184,0
10,female,higher ed,2,27,0,0,0,0,0,0,3.7767,3.4457,3.0036,3.0337,3.0997,3.2904,0.1788,0.1799,0.11,0.115,0.2423,0,0
33,male,higher ed,2,25,0,0,0,0,2,0,4.614,4.5781,4.8139,5.1137,3.945,2.5358,0.2504,0.4007,0.5056,0.0074,0.1023,0.2566,0
5,male,high school,1,46,0,0,0,0,0,0,3.5713,1.5392,1.6099,1.6418,1.6765,1.7484,0.1561,0.1268,0.0587,0.0611,0.1,0.2,0
5,female,higher ed,2,26,1,2,2,0,0,0,5.0867,5.1486,4.8869,3.0115,2.9527,2.9998,0.171,0.0136,0.1206,0.2002,0.2005,0.3003,0
3,male,higher ed,2,28,0,0,0,0,0,0,2.9242,2.9507,2.9155,2.5255,2.2001,0,0.5006,0.1244,0.0851,0.0955,0,0,0
14,female,higher ed,2,26,0,0,0,0,0,0,10.1551,10.5246,10.4781,10.5334,10.7699,10.6828,0.5366,0.5087,0.3605,0.3894,0.3785,0.3304,1
16,female,higher ed,2,28,0,0,0,0,-1,0,7.0243,4.7779,2.8052,0.7222,9.9669,8.4426,0.7042,0.2,0.1,9.9669,1.26,1,0
40,female,higher ed,2,29,-1,0,-1,-1,-1,-1,1.9532,0.3719,0.1453,0.4944,0.1896,0.2486,0.3127,0.1469,0.4968,0.1905,0.2494,0.0862,0
5,male,higher ed,1,25,0,0,0,0,0,0,2.7699,2.8513,2.9341,2.9928,2.9533,2.8538,0.1565,0.1393,0.098,0.0994,0.1024,0.0886,0
14,female,higher ed,1,48,0,-1,-1,-1,-1,-1,0.1154,0.1233,0.0862,0.1355,0.113,2.1361,0.1233,0.1075,0.1355,0.113,2.1361,0.1347,0
16,female,higher ed,1,33,-1,-1,-1,-1,0,-1,0.8015,0.2453,0.9624,5.2572,0.7333,0.221,0.2453,0.988,5.2572,0.1546,0.221,0,0
10,female,high school,1,43,0,0,-2,-2,-2,-2,6.217,0,0,0,0,0,0,0,0,0,0,0,0
22,male,higher ed,1,48,2,0,0,0,0,0,21.038,21.3522,20.1852,16.9115,17.2169,16.2402,1,0.902,0.6,0.55,0.6,0.55,1
51,female,higher ed,2,29,0,0,0,0,0,0,7.8331,9.9414,10.7686,10.3776,8.7265,3.6739,4.001,2.0094,0.5,0.5001,2.5365,6.5,0
5,male,higher ed,2,29,0,0,0,0,0,0,4.9276,3.51,3.2563,2.7823,2.913,2.8309,0.1602,0.14,0.3,0.313,0.1062,0.6318,0
16,female,higher ed,1,38,-1,-1,-1,-1,2,-1,0.4473,0.4664,0.5969,1.8941,1.6578,1.2652,0.4664,0.5969,1.8941,0,1.2652,0.1916,0
23,female,higher ed,2,37,-2,-2,-2,-2,-2,-2,0.2283,5.0815,0,0,0.0299,0.0338,5.1315,0,0,0.0299,0.0338,0,0
8,female,higher ed,2,37,-1,-1,-1,-1,-1,-1,1.0115,0.0249,0.5986,0.0188,0.1644,1.6872,0.0258,0.5995,0.0188,0.1644,1.6872,0.4,0
15,female,higher ed,1,25,-1,-1,-2,-1,-1,-1,0.6156,0,0,0.0316,0.0316,0.0316,0,0,0.0316,0.0316,0.0316,0.0316,0
1,male,high school,2,23,0,0,0,0,0,2,0.6974,0.7838,0.9002,0.9182,0.9729,0.9411,0.1134,0.1298,0.0478,0.0847,0,0.0175,0
13,female,high school,2,49,0,0,0,0,0,0,8.9003,9.1362,7.2197,4.9654,2.8065,2.75,0.41,0.3095,0.163,0.0561,0.06,0,1
4,female,higher ed,2,48,0,0,0,0,0,0,3.4871,3.4449,3.3634,3.4586,3.4762,3.5673,0.16,0.16,0.15,0.15,0.15,0.15,0
5,male,higher ed,2,27,3,2,2,0,0,-1,1.3694,1.488,1.4242,1.3968,1.4319,0.2614,0.17,0,0.0426,0.0501,0.2614,0.139,1
10,male,high school,2,32,0,0,0,0,0,0,7.0003,3.1545,2.0974,1.9713,1.9848,1.8126,0.2035,0.2004,0.0616,0.2007,0.1009,0.2015,0
12,male,higher ed,1,34,-1,2,-1,0,0,0,0.1082,0.0632,0.135,0.09,0.045,0,0,0.135,0,0,0,0.045,0
26,female,higher ed,2,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20,female,higher ed,2,33,0,0,0,0,0,0,1.1253,1.2852,1.4024,1.4512,1.6325,1.1905,0.2,0.1322,0.2,0.2,0.12,0.3,0
36,female,higher ed,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
7,female,higher ed,2,36,0,0,0,0,0,0,6.8699,6.912,6.8376,3.0163,1.431,1.5085,0.4483,1.2496,0.3268,0.3,0.3,0.2,0
46,male,higher ed,1,40,2,-1,-1,-1,-1,-1,0.0171,0.2715,-0.0013,0.2641,-0.001,2.2535,0.2728,0,0.2654,0,2.2545,0,1
5,female,higher ed,2,26,-1,-1,-1,-1,-1,-1,0.1156,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0
5,male,high school,1,33,0,0,0,0,0,0,5.0859,5.0462,5.0654,2.0046,2.0067,1.9703,0.2007,0.2199,0.0691,0.0707,0.0703,0.0697,0
25,female,higher ed,1,31,0,0,0,0,0,0,10.3109,10.2594,9.7109,9.9029,10.0871,10.1299,0.4,0.45,0.5,0.4,0.5,0.44,0
3,female,higher ed,2,27,0,0,-1,0,0,-2,0.1512,0.2458,0.0664,0.1814,0,0,0.1,0.0664,0.15,0,0,0,0
27,male,higher ed,1,44,0,0,0,0,-1,-1,12.7543,10.9189,9.263,6.9669,4.4149,4.3414,1.0063,0.5162,1.015,4.4299,4.3509,3.1031,0
18,female,high school,2,30,0,0,0,0,0,0,16.3935,15.3152,14.7032,12.2196,10.3692,7.0204,0.7722,0.6091,0.3563,0.3605,0.3,0.3211,0
10,female,higher ed,2,28,0,0,0,0,0,0,5.3494,5.2656,5.26,5.2336,5.5831,5.6265,0.4173,0.3,0.2025,0.5,0.3,0.3,0
23,female,high school,1,32,0,0,0,0,0,0,19.5126,8.8743,9.2195,9.4814,9.8182,9.8457,0.5,0.5,0.5,0.5,0.4,0.5,0
21,female,higher ed,1,46,-1,-1,-1,-1,-1,-1,11.0346,4.1986,2.1874,2.0076,1.6171,0.0586,4.1986,2.1874,2.0076,1.6171,0.0586,1.9777,0
21,male,higher ed,2,38,2,0,0,0,0,0,6.0502,6.2804,6.2769,6.2683,6.3663,4.6549,0.3276,0.2026,0.2,0.2,0.2,0.2502,0
44,female,higher ed,1,46,0,0,0,0,0,0,18.0641,18.1557,14.9944,11.3135,10.528,9.7622,0.861,0.6907,0.3727,0.38,0.4001,0.2701,0
10,female,higher ed,2,25,2,0,0,0,0,0,7.0896,7.1678,7.0125,6.9856,6.9718,5.1365,0.3472,0.2092,0.2,0.2127,0.196,0.1559,1
24,female,higher ed,1,46,0,0,0,0,0,0,0.8751,0.99,1.0605,1.0765,1.1765,0.4311,0.1295,0.1,0.1,0.1,0.1,0.1,0
28,male,higher ed,2,33,-1,-1,-1,-1,-1,-1,0.0898,0.0898,0.0325,0.0898,0.0325,-33.9603,0.0898,0.0325,0.0898,0.0325,0,34.5293,1
5,female,higher ed,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,male,higher ed,1,43,3,2,2,2,2,2,0.17,0.261,0.1914,0.2182,0.2,0.2566,0.11,0,0.03,0,0.06,0,0
1,male,higher ed,2,27,0,0,2,0,0,0,0.7015,1.0227,0.956,0.9901,0.9963,1.0182,0.3507,0,0.05,0.037,0.0393,0.07,1
13,male,higher ed,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0.15,0
20,male,higher ed,2,31,0,0,0,0,0,0,19.4353,19.7344,18.6292,13.3345,13.3634,13.399,0.9,0.7465,0.4715,0.4804,0.5141,0.53,0
12,female,higher ed,1,29,-1,-1,-1,-1,-1,-1,0.1686,0.0657,0.2179,0.1423,0,0.182,0.0657,0.2319,0.1423,0,0.182,0.2496,0
21,female,higher ed,1,36,0,0,0,0,0,0,14.3225,14.2996,14.4415,14.819,14.7993,13.1629,0.6483,0.5082,0.6,0.59,0.4544,0.47,0
28,female,higher ed,1,36,0,0,0,0,0,0,5.8983,6.0788,6.3225,2.9701,3.0172,3.0771,0.2755,0.3463,0.13,0.11,0.11,0.2,0
30,male,higher ed,2,34,1,-2,-1,0,-1,-1,0,0,1.3001,1.2601,1.9595,0.0203,0,1.3001,0,1.9595,0.0203,0,1
10,male,higher ed,2,37,0,0,0,0,0,0,9.9209,9.8222,6.7185,6.6926,6.6796,6.4513,0.349,0.2332,0.2314,0.2365,0.2497,0.2305,0
44,female,higher ed,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,16.2,0,0
5,female,high school,1,40,0,0,0,0,0,0,4.9941,5.1213,1.2104,1.2898,1.3687,1.4458,0.24,0.1206,0.1,0.1,0.1,0.1,0
2,female,higher ed,2,25,0,0,2,0,0,0,1.1968,1.4564,2.782,1.5824,1.5761,1.251,0.28,0,0.4,0.17,0.1,0.2,1
20,female,higher ed,2,27,-1,-1,-1,0,0,0,0.0871,0.0665,0.096,0.4242,0.4084,0.7414,0.0665,0.096,0.3908,0.1014,0.35,0.288,0
11,female,higher ed,2,26,-2,-2,-2,-2,-2,-2,0.0432,0.322,0.5704,0.1256,0.1848,0.04,0.322,0.5904,0,0.3,0,0,0
50,female,higher ed,1,36,-1,-1,-1,-1,-1,-1,1.0483,2.3956,0,0.85,0.459,0,2.3962,0,0.85,0.459,0,0,0
30,female,higher ed,1,27,1,-1,-1,-2,-2,-2,0,0.5215,0,0,0,0,0.5215,0,0,0,0,0,0
3,male,high school,1,55,2,2,2,3,3,4,0.972,1.0613,1.1339,1.2841,1.3836,1.4514,0.12,0.12,0.2,0.15,0.15,0.15,1
6,female,higher ed,2,27,-1,-1,-1,-1,-1,-1,2.0847,1.3801,1.4366,0.4889,0.0273,1.1736,1.3809,1.4583,0.4889,0.0273,1.3557,0,0
40,female,higher ed,1,38,-1,0,-1,-1,0,-1,0.3697,0.36,0.1354,0.5322,0.5103,0.2077,0.1,0.1354,0.5322,0.0006,0.2386,0.9085,0
18,female,higher ed,1,34,0,0,0,0,0,0,14.3301,14.6333,14.7042,12.7814,13.0331,13.2845,0.7,0.5,0.5,0.49,0.5,0.51,0
2,male,higher ed,2,40,0,0,0,2,0,0,1.0934,1.3738,1.6567,1.0411,1.3057,1.434,0.3,0.31,0,0.3,0.15,0,0
20,female,high school,1,49,-1,2,2,2,0,0,5.2439,5.104,5.6205,5.4723,5.8657,5.9983,0,0.6,0,0.5,0.2286,0.3,1
10,male,higher ed,2,27,0,0,0,0,0,0,5.5734,5.2557,3.3415,2.8776,1.758,0.6441,0.1631,0.1286,0.02,0.0645,0.0909,0.02,0
6,male,higher ed,2,23,0,0,0,0,0,0,4.9507,3.3282,3.4312,1.7277,1.7808,1.9346,0.197,0.2,0.0618,0.0809,0.2,0.0616,1
11,female,higher ed,2,36,0,0,0,0,0,0,4.7819,4.8947,5.033,5.0894,5.2175,5.3652,0.22,0.25,0.2,0.21,0.25,0.22,0
26,female,high school,1,53,1,-1,-1,-2,-2,-1,0,0.0165,0.0526,0.0452,0.0397,0.0485,0.0165,0.0526,0.0452,0.0397,0.0485,0.0459,0
5,female,high school,1,46,3,2,2,0,0,0,4.8522,5.0955,2.9516,2.9742,2.9898,2.4883,0.3754,0.0001,0.107,0.103,0.0863,0.0654,0
18,male,higher ed,2,29,1,-2,-2,-2,-2,-2,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,0,0,0
11,male,higher ed,2,29,1,2,2,0,0,0,5.8362,5.6598,5.1908,4.8647,4.7862,4.7969,0.25,0,0.2,0.2,0.1854,0.2,1
34,female,higher ed,2,27,0,0,0,0,0,0,17.218,18.014,16.6281,15.5628,14.5645,10.3263,2.1105,0.5461,0.5,0.5849,0.2732,5,0
5,male,higher ed,2,24,-1,0,0,0,0,0,0.1399,0.2441,0.3865,0.7476,0.8384,0.8085,0.107,0.15,0.3666,0.2477,0.1306,0.1,0
23,female,higher ed,1,28,0,0,0,-2,-1,-1,2.6361,1.8826,0.11,0.21,0.0767,0.6173,0.171,0.11,0.1,0.0767,0.6173,0.1,1
36,female,higher ed,2,32,0,0,0,0,0,0,9.3029,9.4054,9.1834,9.5631,10.0123,10.0738,1,0.7,1,1,1,1,0
21,male,higher ed,2,43,1,-2,-1,0,0,0,0,0,3.8013,4.0555,4.5075,3.7056,0,3.8013,0.3,0.5,0.3,0.3,0
22,female,higher ed,1,41,-1,2,2,-1,2,-1,0.065,0.065,0.0325,0.095,0.0475,0.0325,0.0325,0,0.095,0,0.0325,0.0325,1
6,female,higher ed,1,34,2,2,2,2,2,0,2.4898,2.7976,2.7233,3.0184,2.9566,3.0225,0.38,0,0.372,0,0.13,0.1291,1
34,male,higher ed,1,55,-2,-1,-1,-2,-2,-2,5.0396,4.4665,0.83,0.219,2.4599,0.7416,4.4665,0.8321,0.219,2.4599,0.7416,7.7195,0
15,male,higher ed,1,40,2,2,2,2,2,2,9.9855,10.2586,10.0064,10.4975,10.7147,10.9428,0.52,0,0.81,0.4,0.42,0.42,0
20,female,higher ed,1,37,1,-1,2,-1,-1,-1,-0.0179,0.0505,0.0189,0.6773,2.3209,1.6893,0.1,0,0.69,2.4,1.7,0.25,1
13,female,higher ed,2,40,0,0,2,0,0,0,0.9559,1.2394,1.1883,0.9826,1.0167,1.2685,0.3,0,0.05,0.05,0.27,0.05,1
6,female,higher ed,2,28,1,2,0,0,0,0,1.054,1.0232,1.1237,1.1427,2.0973,3.1857,0,0.1483,0.0673,1,1.154,0.7,0
40,female,higher ed,1,43,1,-2,-2,-2,-1,-1,0,0,0,0,0.16,7.8388,0,0,0,0.16,7.8388,0,0
2,male,higher ed,2,27,0,0,0,0,0,0,2.0571,1.9089,1.9658,1.9453,1.9108,1.8868,0.1323,0.16,0.083,0.07,0.0674,0.0376,0
19,female,higher ed,2,28,0,0,0,0,0,0,14.3464,14.6943,15.1905,15.3538,15.6664,16.0361,0.5795,0.7408,0.5645,0.5753,0.637,0.5865,0
26,female,higher ed,2,30,0,0,0,0,0,0,15.6882,16.0246,15.9988,15.8114,15.8762,15.9108,1,0.8,0.6,0.7,0.7,0.6,0
14,female,higher ed,2,31,-2,-2,-2,-2,-2,-2,0.039,0,0,0,0,0,0,0,0,0,0,0,0
5,female,higher ed,1,31,0,0,0,0,0,0,4.6512,4.7716,4.9675,3.0929,3.0078,2.917,0.1974,0.4406,0.1061,0.1073,0.1046,0.1047,1
12,female,higher ed,2,34,-1,-1,0,-1,-1,-1,0.0882,0.6531,0.6313,0.11,0.133,0.083,0.69,0.5037,0.11,0.133,0.38,0.2037,0
24,female,higher ed,2,30,-2,-2,-2,-2,-2,-2,0.0092,0.0092,0.0092,0,0.0092,0,0.0092,0.0092,0,0.0092,0,0.1883,0
5,male,higher ed,2,36,0,0,0,0,-1,0,0.5916,0.6172,0.4123,0.068,0.0978,0.0978,0.1212,0.12,0,0.0978,0,0,0
20,female,higher ed,2,29,-1,2,-1,-1,-1,2,0.2393,0.0183,0.4847,2.0183,2.4815,2.4248,0,0.4872,2.0183,0.5,0,0.1,0
18,male,higher ed,1,39,0,0,-1,0,0,-1,27.4731,28.1713,24.2063,12.2295,-0.1005,0.1005,1.1,14.5,2.6,0,10.1005,0.1898,0
18,female,higher ed,2,26,0,0,0,0,0,0,14.5403,13.8232,13.0553,10.5894,10.8248,10.6517,0.544,0.5051,0.3835,0.4106,0.425,0.4028,0
