,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
235,64, Private,260082, HS,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia,0
236,33, Private,1161363, Higher ed,10, Separated, Tech-support, Unmarried, White, Female,0,0,50, Columbia,0
237,38, Private,277022, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia,0
238,25, Private,243560, HS,9, Never-married, Sales, Own-child, White, Female,0,0,40, Columbia,0
239,32, Private,100662, HS,5, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia,0
240,52, Private,230657, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,3781,0,40, Columbia,0
241,49, Self-emp-not-inc,181547, Higher ed,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Columbia,0
242,21, Private,314165, Higher ed,10, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia,0
243,56, Self-emp-not-inc,201318, HS,5, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,3411,0,50, Columbia,0
244,57, Self-emp-not-inc,118806, HS,2, Widowed, Craft-repair, Other-relative, White, Female,0,1602,45, Columbia,0
245,48, Private,207817, HS,9, Never-married, Other-service, Not-in-family, White, Female,0,0,32, Columbia,0
246,46, Private,195023, HS,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia,0
247,49, Private,402462, Higher ed,13, Married-spouse-absent, Transport-moving, Unmarried, White, Male,0,0,30, Columbia,0
248,49, Private,242987, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia,0
249,28, Private,338409, Higher ed,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Cuba,0
250,52, Private,276515, Higher ed,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba,0
251,47, Self-emp-inc,248145, HS,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cuba,0
252,31, Private,243605, Higher ed,13, Widowed, Sales, Unmarried, White, Female,0,1380,40, Cuba,0
253,41, Self-emp-not-inc,209344, HS,9, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, Cuba,0
254,62, Private,273454, HS,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Cuba,0
255,39, Private,505119, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba,1
256,51, Private,224763, HS,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba,0
257,37, Self-emp-not-inc,243587, Higher ed,10, Separated, Other-service, Own-child, White, Female,0,0,40, Cuba,0
258,64, Private,258006, Higher ed,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba,0
259,49, Private,240859, HS,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba,0
260,52, Private,366232, HS,5, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Cuba,0
261,63, Private,230823, HS,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba,0
262,23, Private,256755, Higher ed,13, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, Cuba,0
263,57, Self-emp-inc,282913, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba,0
264,38, Private,225707, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba,1
265,50, Private,207367, Higher ed,10, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, Cuba,0
266,53, Private,276515, Higher ed,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Cuba,0
267,58, Private,209423, HS,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, Cuba,0
268,38, Private,229180, Higher ed,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Cuba,0
269,60, Private,230545, HS,4, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Cuba,0
270,31, Federal-gov,139455, Higher ed,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Cuba,0
271,23, Private,277328, Higher ed,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, Cuba,0
272,72, Private,195184, HS,9, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,12, Cuba,0
273,35, Local-gov,258037, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba,1
274,46, Private,231515, Higher ed,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,47, Cuba,0
275,57, Private,303986, HS,3, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba,0
276,46, Private,213408, Higher ed,10, Divorced, Sales, Unmarried, White, Female,0,0,40, Cuba,0
277,59, Private,175689, Higher ed,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,14, Cuba,1
278,55, Private,223613, HS,2, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,30, Cuba,0
279,32, Self-emp-inc,218407, Higher ed,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, Cuba,0
280,33, Self-emp-inc,281832, Higher ed,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba,1
281,53, Self-emp-inc,251675, Higher ed,10, Divorced, Sales, Not-in-family, White, Male,8614,0,50, Cuba,1
282,36, Private,229180, Higher ed,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Cuba,0
283,56, Private,195668, HS,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Cuba,1
284,40, Private,205987, Higher ed,15, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba,0
285,47, Private,218435, HS,9, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,20, Cuba,0
286,82, Self-emp-not-inc,240491, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba,0
287,77, Private,235775, HS,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Cuba,0
288,28, Private,224629, Higher ed,14, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,30, Cuba,0
289,44, Private,203897, Higher ed,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba,0
290,28, Private,222442, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, Cuba,0
291,64, Private,251292, HS,3, Separated, Other-service, Other-relative, White, Female,0,0,20, Cuba,0
292,67, Private,264095, Higher ed,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,9386,0,24, Cuba,1
293,57, Private,233382, Higher ed,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Cuba,0
294,37, Self-emp-not-inc,265266, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba,1
295,33, Private,215306, Higher ed,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba,0
296,57, Private,206343, HS,9, Separated, Machine-op-inspct, Not-in-family, White, Male,2174,0,40, Cuba,0
297,40, Private,236110, HS,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba,1
298,41, Private,237452, Higher ed,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, Cuba,1
299,43, Private,234220, HS,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Cuba,0
300,50, Private,275181, HS,3, Divorced, Other-service, Not-in-family, White, Male,0,0,37, Cuba,0
301,29, Private,186624, HS,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Cuba,0
302,33, Private,267859, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba,1
303,33, Private,315143, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba,1
304,56, Private,266091, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,2907,0,52, Cuba,0
305,44, Local-gov,290403, Higher ed,11, Divorced, Protective-serv, Own-child, White, Female,0,0,40, Cuba,0
306,30, Federal-gov,321990, Higher ed,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,48, Cuba,1
307,41, Private,183105, HS,9, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,44, Cuba,0
308,21, Private,213041, HS,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Cuba,0
309,52, Private,318975, HS,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba,0
310,66, Private,236784, Higher ed,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,8, Cuba,0
311,70, Private,280307, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Cuba,0
312,43, Self-emp-not-inc,343061, HS,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,4508,0,40, Cuba,0
313,27, Private,221436, Higher ed,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Cuba,1
314,34, Private,351810, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Cuba,0
315,39, Private,315565, HS,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Cuba,0
316,53, Private,242859, Higher ed,10, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Cuba,0
317,54, Self-emp-not-inc,261207, HS,4, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, Cuba,0
318,47, Private,145041, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba,1
319,52, Private,270728, HS,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, Cuba,0
320,47, Self-emp-inc,120131, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba,1
321,38, Self-emp-inc,244803, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,1485,60, Cuba,1
322,59, Private,316027, HS,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Cuba,0
323,68, Private,194746, Higher ed,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba,0
324,31, Private,227446, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba,1
325,54, Private,230767, Higher ed,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba,0
326,25, Private,254613, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cuba,0
327,23, Local-gov,247731, HS,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Cuba,0
328,42, Self-emp-inc,152071, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Cuba,1
329,37, Self-emp-not-inc,258037, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Cuba,1
330,47, Private,235986, HS,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, Cuba,0
331,38, Private,277248, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Cuba,1
332,63, Local-gov,214143, Higher ed,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba,0
333,45, Private,297676, Higher ed,12, Widowed, Sales, Unmarried, White, Female,0,0,40, Cuba,0
334,37, Private,265737, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,60, Cuba,1
335,21, Private,187088, Higher ed,10, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Cuba,0
336,37, Private,238433, HS,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba,0
337,52, Private,222646, HS,8, Separated, Machine-op-inspct, Other-relative, White, Female,0,0,40, Cuba,0
338,39, Self-emp-not-inc,251323, HS,5, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, Cuba,0
339,52, Self-emp-inc,230767, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, Cuba,1
340,48, Private,379883, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba,1
341,23, Private,204653, HS,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,72, Dominican-Republic,0
342,41, Private,195124, Higher ed,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Dominican-Republic,0
343,18, Private,240747, HS,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic,0
344,22, Self-emp-not-inc,202920, HS,9, Never-married, Prof-specialty, Unmarried, White, Female,99999,0,40, Dominican-Republic,1
345,26, Private,211265, Higher ed,10, Married-spouse-absent, Craft-repair, Other-relative, Black, Female,0,0,35, Dominican-Republic,0
346,39, Self-emp-not-inc,237532, HS,9, Married-civ-spouse, Sales, Wife, Black, Female,0,0,54, Dominican-Republic,1
347,40, Private,153799, HS,2, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,0,40, Dominican-Republic,0
348,50, Private,273536, HS,4, Married-civ-spouse, Sales, Husband, Other, Male,0,0,49, Dominican-Republic,0
349,28, Private,142264, HS,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Dominican-Republic,0
350,24, Private,182812, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Female,3325,0,52, Dominican-Republic,0
351,50, Local-gov,169182, HS,9, Divorced, Other-service, Unmarried, White, Female,0,0,49, Dominican-Republic,0
352,24, Private,314823, HS,9, Never-married, Sales, Own-child, White, Male,0,0,40, Dominican-Republic,0
353,48, Private,145041, HS,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Dominican-Republic,0
354,27, Private,113464, HS,2, Never-married, Other-service, Own-child, Other, Male,0,0,35, Dominican-Republic,0
355,51, Private,320513, HS,4, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,50, Dominican-Republic,0
356,53, Private,182186, HS,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic,0
357,27, Private,135520, HS,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Dominican-Republic,0
358,27, Private,162343, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic,0
359,56, Private,247119, HS,4, Widowed, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic,0
360,25, Private,184698, HS,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Dominican-Republic,0
361,32, Private,235124, Higher ed,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,46, Dominican-Republic,0
362,57, Private,121821, HS,2, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Dominican-Republic,0
363,78, Private,111189, HS,4, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Dominican-Republic,0
364,59, Private,157305, HS,1, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Dominican-Republic,0
365,22, Private,315524, Higher ed,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, Dominican-Republic,0
366,46, Private,143189, HS,3, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic,0
367,48, Private,152953, HS,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, Dominican-Republic,0
368,40, Private,193537, Higher ed,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Dominican-Republic,0
369,40, Private,299813, HS,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,37, Dominican-Republic,0
370,60, Private,223696, HS,2, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,38, Dominican-Republic,0
371,53, Private,223696, HS,8, Married-spouse-absent, Handlers-cleaners, Not-in-family, Other, Male,0,0,56, Dominican-Republic,0
372,38, Private,292307, Higher ed,13, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, Dominican-Republic,0
373,21, Private,131620, HS,9, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic,0
374,25, Private,188507, HS,4, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Dominican-Republic,0
375,21, Private,195919, HS,6, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Dominican-Republic,0
376,52, Private,137658, HS,7, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Dominican-Republic,0
377,21, Private,213341, HS,7, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,1762,40, Dominican-Republic,0
378,44, Private,219441, HS,6, Never-married, Sales, Unmarried, Other, Female,0,0,35, Dominican-Republic,0
379,48, Private,208748, HS,3, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic,0
380,27, Private,209292, HS,9, Never-married, Sales, Other-relative, Black, Female,0,0,32, Dominican-Republic,0
381,23, Private,234460, HS,4, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Dominican-Republic,0
382,34, Private,202498, HS,8, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic,0
383,35, Private,214891, HS,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Dominican-Republic,0
384,44, Private,216411, Higher ed,11, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic,0
385,29, Private,331875, HS,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Dominican-Republic,0
386,26, Private,39014, HS,8, Married-civ-spouse, Priv-house-serv, Wife, Other, Female,0,0,40, Dominican-Republic,0
387,41, Self-emp-inc,299813, HS,5, Married-civ-spouse, Sales, Wife, White, Female,0,0,70, Dominican-Republic,0
388,29, Private,113464, HS,9, Never-married, Transport-moving, Other-relative, Other, Male,0,0,40, Dominican-Republic,0
389,43, Private,142682, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Dominican-Republic,0
390,39, Private,130620, HS,4, Married-spouse-absent, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic,0
391,30, Private,209317, HS,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Dominican-Republic,0
392,39, Local-gov,239119, Higher ed,14, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Dominican-Republic,0
393,26, Self-emp-inc,66872, HS,8, Married-civ-spouse, Sales, Husband, Other, Male,0,0,98, Dominican-Republic,0
394,23, Private,230315, Higher ed,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic,0
395,39, Private,112731, HS,9, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Dominican-Republic,0
396,24, Private,234460, HS,5, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Dominican-Republic,0
397,22, Private,95566, Higher ed,10, Married-spouse-absent, Sales, Own-child, Other, Female,0,0,22, Dominican-Republic,0
